"","Pos","Points","Assists","Rebounds","Year"
"12608","PG",7.1,2,1.1,2020
"12609","SF",14.5,2.1,4.3,2020
"12610","SG",2.8,0.8,2.1,2020
"12611","PG",27.4,6.4,5.2,2020
"12612","PF",3.4,0.9,1.9,2020
"12613","C",4.4,1.1,3,2020
"12614","PF",4.6,1.1,2.9,2020
"12615","PG",20.6,6.8,3.5,2020
"12616","PF",12.1,1.8,6,2020
"12617","SG",3.6,1.7,1.6,2020
"12618","SF",7.8,0.6,2.7,2020
"12619","PG",7,1.9,2,2020
"12620","PF",5.9,1.1,4.1,2020
"12621","PF",7.5,0.8,5.6,1993
"12622","C",26.1,3.5,13.1,1993
"12623","SG",3.7,0.3,1.2,1993
"12624","PG",13,5.4,1.9,1993
"12625","PF",7.3,1.4,2.8,1993
"12626","PF",12.8,2.5,8.1,1993
"12627","SF",10.1,2.4,4.9,1993
"12628","PG",6.3,3,1.2,1993
"12629","PG",6.6,2.5,1.7,1993
"12630","SG",2.5,1,1.5,1993
"12631","C",0.7,0.2,1.4,1993
"12632","SG",13.8,4.2,3.1,1993
"12633","PG",5.9,2.1,1.7,1993
"12634","PF",4.7,0.5,3.8,1994
"12635","SF",10.3,2.3,5,1994
"12636","PF",2,0,6,1994
"12637","C",1.9,0.2,1.2,1994
"12638","C",27.3,3.6,12,1994
"12639","PG",11.6,4.2,1.8,1994
"12640","SG",4.2,1,1.7,1994
"12641","SF",9.3,3.1,2.7,1994
"12642","PF",3.5,1,1.3,1994
"12643","PF",14,2.3,10.6,1994
"12644","C",2.4,0,1.4,1994
"12645","SF",9.9,2.9,5.5,1994
"12646","PG",6.7,2.9,2.1,1994
"12647","PG",5.2,2,1.4,1994
"12648","SG",13.6,5.1,3.1,1994
"12649","PF",9.8,0.9,4.1,2016
"12650","PF",3.6,0.2,2.3,2016
"12651","C",4.1,1.1,3.7,2016
"12652","SG",9.8,1.3,3.5,2016
"12653","SG",11,1.8,2.3,2016
"12654","PG",12.6,6.5,4,2016
"12655","C",17.5,1.2,7,2016
"12656","PF",9.7,1.8,4.7,2016
"12657","PG",3.7,2.4,1,2016
"12658","C",11.1,1.8,8.1,2016
"12659","SG",8.5,1.9,2.5,2016
"12660","PF",5.6,0.6,2.6,2016
"12661","SF",12.8,1.4,6.3,2016
"12662","SG",2.5,1.1,1.3,2016
"12663","PG",6.1,4.5,3.1,2016
"12664","PG",8.4,2.5,2.7,2016
"12665","PG",6.1,3.1,1.8,2010
"12666","SG",5,1,1.8,2010
"12667","SF",7.1,1.3,3.3,2010
"12668","SG",26.6,6.5,4.9,2010
"12669","C",2.1,0,3.3,2010
"12670","SF",4.1,0.5,1.2,2010
"12671","C",13.6,1.3,7,2010
"12672","C",2.7,0.2,3.1,2010
"12673","PG",7.1,3.4,1.8,2010
"12674","PF",14.8,1.3,6.4,2010
"12675","SF",8.9,1.2,4.9,2010
"12676","PG",8.2,3.4,2.5,2010
"12677","PF",9.9,0.7,8,2010
"12678","SG",0.8,0.5,0.7,2010
"12679","PF",10,1.3,7.5,2003
"12680","C",5.9,0.5,4.5,2003
"12681","SG",13.4,2.8,1.7,2003
"12682","SF",9.2,2.6,5.4,2003
"12683","PF",1.5,0.5,2.7,2003
"12684","SF",9.8,1.4,5,2003
"12685","PF",0.8,0.1,1.2,2003
"12686","PG",5,3.2,2.9,2003
"12687","SG",20.6,5.5,4.9,2003
"12688","PG",6.2,2.5,1.8,2003
"12689","PG",4.3,2.6,2,2003
"12690","C",17.2,1.6,7.6,2003
"12691","PF",15.5,2,11.5,2004
"12692","SG",6.5,1.2,1.3,2004
"12693","C",2.3,0.6,3.6,2004
"12694","SF",10,1.7,4,2004
"12695","SF",4,1.1,2.4,2004
"12696","SF",3.5,0.3,1.4,2004
"12697","SG",11.8,6.1,2.5,2004
"12698","C",0,0,2,2004
"12699","SF",5.3,1.2,2.6,2004
"12700","PG",4.2,2.9,2.1,2004
"12701","SG",20.9,5.9,5.5,2004
"12702","PF",6,0.7,2.5,2004
"12703","PG",3.8,4.8,1.8,2004
"12704","C",5.6,0.8,4.9,2004
"12705","C",15.3,1.3,8,2004
"12706","PF",16.2,2.3,9.7,2013
"12707","SG",2.8,0.4,1.2,2013
"12708","SF",8.6,1.4,4,2013
"12709","C",11.9,4,11.1,2013
"12710","PG",7.7,5.2,2.7,2013
"12711","SF",16.5,3,6.4,2013
"12712","PF",1.3,0.3,1.3,2013
"12713","SG",9.6,2,1.9,2013
"12714","PG",2.1,1.3,1,2013
"12715","PG",13.1,4.4,2.3,2013
"12716","C",2.6,0.4,3.1,2013
"12717","SG",9.8,2.4,1.6,2013
"12718","PF",8,0.9,5.3,2013
"12719","PF",1.3,0.3,1.1,2013
"12720","PF",13.7,1.6,8.3,2014
"12721","SF",5.6,0.6,1.8,2014
"12722","PG",13.1,4.4,1.8,2014
"12723","PG",15.9,4.3,3.2,2014
"12724","C",0.3,0.1,0.4,2014
"12725","SG",5.6,1.3,1.1,2014
"12726","SG",13.1,2.6,4.9,2014
"12727","C",12.6,5.4,11.2,2014
"12728","PG",9.1,3.9,2.6,2014
"12729","PF",2,0.3,2.9,2014
"12730","SF",11.3,2.3,4.2,2014
"12731","PG",1,1.5,0.6,2014
"12732","C",1.6,0.3,2.2,2014
"12733","SF",0.3,0.4,0.6,2014
"12734","PF",13,1.1,6.8,2014
"12735","SG",4.5,0.9,1.6,2014
"12736","SF",1.1,0.5,0.7,2014
"12737","PF",11.8,1.3,6.8,2015
"12738","PG",8.7,2.3,2,2015
"12739","PF",8.3,1.2,7.6,2015
"12740","SG",11.9,2.1,1.9,2015
"12741","PG",11.2,4.6,2.7,2015
"12742","PG",11.9,3.5,3.2,2015
"12743","C",12,1.5,8,2015
"12744","PF",2,0,0,2015
"12745","SG",22.3,5.6,5.6,2015
"12746","SG",13.4,1,2.3,2015
"12747","C",4.6,0.8,3.4,2015
"12748","PG",5.1,3.8,1.6,2015
"12749","PF",6.4,1.8,2.9,2015
"12750","C",6,0.7,5.9,2015
"12751","SG",11,4,4.5,2015
"12752","SG",10,1.6,3.3,2015
"12753","SF",9.9,1.6,4.2,2015
"12754","SF",2.2,0.3,0.4,2015
"12755","C",8.9,0.8,5.7,1995
"12756","PF",13.7,0.9,7.7,1995
"12757","SF",19,5,4.6,1995
"12758","C",6.8,0.7,7.3,1995
"12759","PF",5.5,0.8,3.1,1995
"12760","SF",12.6,1.5,5.6,1995
"12761","PG",4.1,0.4,1.4,1995
"12762","PG",7.4,4.7,1.8,1995
"12763","SG",20.6,4,3.7,1995
"12764","C",3,0,2.4,1995
"12765","PG",12.5,1.5,2.3,1995
"12766","SF",2,0.6,1.4,1995
"12767","C",12.1,1.3,7.4,1995
"12768","SG",7.4,2.7,1.9,1995
"12769","PG",20.1,9.3,3,1995
"12770","SG",7.3,1.1,1.7,1995
"12771","C",10,1.2,5.8,1995
"12772","C",4.6,0.2,3.5,2001
"12773","SG",19.5,2.5,5.1,2001
"12774","SF",2.7,0.1,1.2,2001
"12775","C",11.9,1.2,7.4,2001
"12776","C",3.1,0.3,1.6,2001
"12777","C",4.7,0.3,4,2001
"12778","PF",7.1,1,5.6,2001
"12779","PF",5.8,0.7,2.2,2001
"12780","SF",13,1.5,5.5,2001
"12781","PG",6.6,3.5,2.4,2001
"12782","PG",1.2,0.8,0.5,2001
"12783","SG",8.7,2.3,4.1,2001
"12784","PG",19.9,6.5,6.9,2001
"12785","SF",8.3,1.3,3.4,2001
"12786","SF",22.4,2.9,5.9,2017
"12787","PG",5.3,1.3,1.2,2017
"12788","SG",10.8,2.3,3.4,2017
"12789","PG",18,4.4,3.8,2017
"12790","C",5,2.2,8.7,2017
"12791","SG",7.7,1.2,2.7,2017
"12792","PF",18.1,1.5,7.2,2017
"12793","C",6.3,1.5,5.6,2017
"12794","PF",6,0.8,3.1,2017
"12795","C",1.9,0.5,2.4,2017
"12796","PF",3.1,0.3,2,2017
"12797","SF",6.3,1,1.9,2017
"12798","SG",4.1,2.1,1.9,2017
"12799","SG",3,1.2,1.4,2017
"12800","C",8.2,1.3,7,2017
"12801","SF",12.8,1,5.5,1993
"12802","PF",25.6,5.1,12.2,1993
"12803","SG",16.9,3.8,4.7,1993
"12804","SG",11.8,3.3,2.7,1993
"12805","PG",4.3,2.4,1.4,1993
"12806","PF",4.6,0.3,2.6,1993
"12807","PG",16.1,7.8,2.1,1993
"12808","C",5.3,0.4,5.6,1993
"12809","PG",6.1,2.8,1.2,1993
"12810","C",5.6,2.1,5,1993
"12811","SF",15.8,1.3,4.7,1993
"12812","PF",1.9,0.6,1.3,1993
"12813","PF",12.2,1.4,4.7,1993
"12814","SF",9.5,2.1,4.7,2012
"12815","SF",9.6,1.3,3.8,2012
"12816","PG",3.5,1,1.5,2012
"12817","SG",11.4,1.5,2.7,2012
"12818","PG",4.9,2.1,1.4,2012
"12819","PG",11.7,5.3,2.5,2012
"12820","C",1.8,0.1,2.5,2012
"12821","PF",2.6,0.1,2.7,2012
"12822","SG",17.1,2.8,2.6,2012
"12823","PG",14.3,6.6,4.5,2012
"12824","PF",15.5,2.1,6.4,2012
"12825","C",4.9,1.8,9,2012
"12826","PF",2.4,0.2,0.9,2012
"12827","PF",7.7,0.8,4.5,2012
"12828","C",7.5,0.5,7,2012
"12829","SF",16.6,4,5.5,2014
"12830","PF",5.5,0.5,3.7,2014
"12831","C",18.3,1.8,12.2,2014
"12832","SF",5.7,1.1,2.2,2014
"12833","C",3.5,0,2.5,2014
"12834","PG",4.6,1,1.1,2014
"12835","SG",25.4,6.1,4.7,2014
"12836","PG",12.5,4.1,2.7,2014
"12837","SF",6.7,0.9,3.2,2014
"12838","PF",4,0,5,2014
"12839","PF",6.9,1.2,3.7,2014
"12840","PG",10.2,2.7,3.5,2014
"12841","SF",2.3,0,0.7,2014
"12842","PF",12.1,1.1,6.9,2014
"12843","SG",8.4,1,0.8,2014
"12844","C",5.8,0.5,7.9,2014
"12845","SF",13.7,2.8,4.7,2016
"12846","PF",5.1,0.4,2.5,2016
"12847","PF",7.8,1.5,5.5,2016
"12848","PG",14.1,5.8,2.9,2016
"12849","PG",7.6,1.8,2.2,2016
"12850","PF",18.3,1.8,6.5,2016
"12851","PF",5.8,0.6,3.9,2016
"12852","PG",10.9,4.1,2.1,2016
"12853","C",5.1,0.1,4,2016
"12854","SF",2.4,0.1,1.8,2016
"12855","SF",3.8,0.5,2.4,2016
"12856","PG",9.5,3.6,3.3,2016
"12857","C",3.7,0.3,3.6,2016
"12858","SF",12.5,1.9,3,2016
"12859","C",8.6,1.7,9.5,2016
"12860","PF",9.5,0.9,5.5,2007
"12861","PF",10.7,1.8,10.4,2007
"12862","C",19.5,0.8,7,2007
"12863","SG",17.6,4.4,3.2,2007
"12864","SF",4.1,1.2,4.3,2007
"12865","C",1.9,0.1,1.6,2007
"12866","C",1.2,0,1.8,2007
"12867","PF",3,1,2.7,2007
"12868","SF",4.5,1.6,2,2007
"12869","PG",10.1,1.4,2.4,2007
"12870","SF",13,2.2,7.2,2007
"12871","C",0.8,0.2,1.8,2007
"12872","SF",4.9,0.6,4.3,2007
"12873","PG",16.4,5.4,2.9,2007
"12874","SG",11.3,3.9,3.6,2007
"12875","PF",10.5,1.4,5.9,2012
"12876","SF",10.2,2.2,3.5,2012
"12877","PF",6.4,0.9,2.6,2012
"12878","SG",12.7,1.7,4.7,2012
"12879","SF",2.9,1,2.8,2012
"12880","C",15.4,0.9,10,2012
"12881","PF",7.4,1,4.4,2012
"12882","SG",8.2,0.6,1.5,2012
"12883","C",5.4,0.3,3.3,2012
"12884","PG",3.6,1.9,1.6,2012
"12885","PG",6.1,2.3,1.5,2012
"12886","SG",11,1.2,2.6,2012
"12887","PG",12.5,10.7,3,2012
"12888","PF",6.1,1,3.3,2016
"12889","SF",13,2,5,2016
"12890","SG",5.8,1.7,3.8,2016
"12891","SG",12.4,1.7,2.9,2016
"12892","SF",3.7,0.3,1.1,2016
"12893","SG",0.6,0.4,0.6,2016
"12894","PG",4.5,1.1,0.9,2016
"12895","PF",16,2.4,9.9,2016
"12896","PG",19.6,4.7,2.9,2016
"12897","SF",25.3,6.8,7.5,2016
"12898","PG",7.5,4.4,2.1,2016
"12899","PG",8.2,2.4,1.7,2016
"12900","SF",5.5,0.8,1.7,2016
"12901","C",0.9,0.1,1.1,2016
"12902","C",6.3,0.4,4.4,2016
"12903","PF",7.8,0.8,9,2016
"12904","SG",3.5,0.6,0.8,1998
"12905","PG",10.3,4,2,1998
"12906","SG",11.3,1.3,3.5,1998
"12907","C",13.5,2.2,7.2,1998
"12908","SG",2.6,0.1,0.6,1998
"12909","PG",7.7,1.9,1.6,1998
"12910","C",4,0.3,2.9,1998
"12911","SF",15.4,1.8,6.1,1998
"12912","C",9,0.8,8.8,1998
"12913","PF",7.5,0.7,6.5,1998
"12914","PF",11.5,0.7,4.2,1998
"12915","PG",4.2,3.3,1.3,1998
"12916","SF",15.1,2.7,5.5,1998
"12917","C",3,0.6,4.1,1998
"12918","PG",6.5,1.8,2,2021
"12919","PF",7.8,2.2,4,2021
"12920","PG",12.9,4.1,4.7,2021
"12921","PG",4.3,0.1,0.6,2021
"12922","PF",5.6,0.8,4.7,2021
"12923","SG",10.9,1.3,3.1,2021
"12924","PG",6.3,3,3.1,2021
"12925","SG",9.9,2,2,2021
"12926","SF",7,1.3,3.4,2021
"12927","SF",8.4,1.5,4,2021
"12928","PG",4,1.3,1.7,2021
"12929","PG",1.1,0.4,1.4,2021
"12930","PG",12.9,5.4,3.1,2021
"12931","SG",8.8,4.2,4.5,2021
"12932","C",8,0.8,5.8,2021
"12933","C",6.9,1.1,3.2,2021
"12934","SF",9.7,2,5.4,2021
"12935","SG",6.9,1.7,3.5,2021
"12936","PF",6.1,0.7,2,2021
"12937","SG",2,1,0.8,2021
"12938","SG",15.6,2.3,3.4,2021
"12939","C",11.2,1.9,8.2,2021
"12940","C",3.9,0.5,3.3,1996
"12941","PF",3.4,0.5,2.5,1996
"12942","SF",18.9,2.7,4.8,1996
"12943","SF",23.4,2.8,5.4,1996
"12944","PG",16.6,9.7,6.8,1996
"12945","SG",19.6,2.9,5,1996
"12946","C",5,0.8,4.4,1996
"12947","C",3,1.3,8,1996
"12948","SG",7.9,1.3,2,1996
"12949","PF",11.3,1.9,10.8,1996
"12950","PF",2.8,0.2,1.4,1996
"12951","PG",5.1,1.4,0.6,1996
"12952","PF",4.9,0.8,4.1,1996
"12953","SG",11.6,1.5,1.8,1996
"12954","PF",3.3,0.4,2.6,1997
"12955","SG",6.1,0.9,2.1,1997
"12956","C",8,0.6,7.3,1997
"12957","SG",7.8,1.7,2.1,1997
"12958","PG",8.3,1.8,1.6,1997
"12959","SF",17,3.1,8.1,1997
"12960","SG",2.1,0.6,1.4,1997
"12961","SF",9.3,1,4,1997
"12962","PG",1.7,0.8,0.4,1997
"12963","PG",15.8,7.8,2.7,1997
"12964","C",3.4,0.3,3.2,1997
"12965","PG",6.9,3.6,2.2,1997
"12966","PF",20.6,4.1,8.7,1997
"12967","C",4.9,0.4,4.1,2013
"12968","C",16.6,1.7,6.8,2013
"12969","SG",21.2,5.1,4.9,2013
"12970","SF",1.6,0.3,0.6,2013
"12971","PF",0.6,0.2,0.7,2013
"12972","C",1.4,0.2,1.8,2013
"12973","C",1.7,0,1.2,2013
"12974","PF",3,0.9,1.1,2013
"12975","PF",26.8,7.3,8.1,2013
"12976","PG",8.6,3.5,2.2,2013
"12977","SF",4.8,1.7,2.7,2013
"12978","PG",5.6,2.1,1.6,2013
"12979","PF",5.2,0.5,2.2,2013
"12980","SG",10.9,1.7,2.7,2013
"12981","SF",6.6,1,2.3,2013
"12982","PF",3.9,0.5,5.4,2013
"12983","C",6.6,0.3,5.3,2014
"12984","C",16.2,1.1,6.6,2014
"12985","SG",2,0,1,2014
"12986","SG",19,4.7,4.5,2014
"12987","C",2.9,0,2.3,2014
"12988","SF",4.9,0.5,1.2,2014
"12989","C",3.3,0,0.9,2014
"12990","PF",27.1,6.3,7,2014
"12991","PG",9.8,4.9,3,2014
"12992","SF",7.9,0.8,3.2,2014
"12993","PG",6.4,3,1.9,2014
"12994","SF",4.5,1,1.8,2014
"12995","SG",9.6,2,2.8,2014
"12996","SG",3,0.8,0.8,2014
"12997","SF",4.1,0.9,1.9,2014
"12998","PG",4,1.3,1.8,2014
"12999","PF",3.8,0.3,3.8,2014
"13000","PF",18.7,1.9,8.3,2011
"13001","C",1,0,1.5,2011
"13002","SG",25.5,4.6,6.4,2011
"13003","SG",6.5,1.1,1.7,2011
"13004","C",2.5,0.4,3.4,2011
"13005","C",1.9,0.2,3.3,2011
"13006","SF",5.9,0.5,2,2011
"13007","SG",1.7,0.4,1,2011
"13008","C",2,0.3,3.6,2011
"13009","PF",2.4,0.4,2.1,2011
"13010","SF",26.7,7,7.5,2011
"13011","PG",6.4,2.5,2.1,2011
"13012","PG",8.6,3.3,2.4,2011
"13013","SG",5.6,1.2,4.5,2011
"13014","PF",8,0.5,8.1,2011
"13015","C",5,0.4,4,2011
"13016","PF",18,1.8,7.9,2012
"13017","C",3,0.3,2.1,2012
"13018","SG",22.1,4.6,4.8,2012
"13019","C",2.1,0.1,0.9,2012
"13020","SG",3.6,0.4,0.9,2012
"13021","C",3.4,0.1,3.9,2012
"13022","PF",1.5,0.4,1.6,2012
"13023","SF",27.1,6.2,7.9,2012
"13024","PG",9.8,3.5,2.7,2012
"13025","SG",6.1,1.1,3.3,2012
"13026","PG",6.8,2,1.4,2012
"13027","C",3,0.6,4.1,2012
"13028","SF",4.8,1.3,2.4,2012
"13029","SG",3.6,1.2,2.3,2012
"13030","PF",6,0.7,7.3,2012
"13031","PF",3.3,0.1,2,2019
"13032","SG",10.3,1.6,4,2019
"13033","PF",1.4,0.8,4,2019
"13034","PG",11,4.8,2.6,2019
"13035","PG",9.6,3.1,2.4,2019
"13036","SG",6.4,1,1.5,2019
"13037","PG",2.4,0.5,0.8,2019
"13038","SF",26.6,3.3,7.3,2019
"13039","PG",14.2,8.7,4.8,2019
"13040","PG",2.1,1.1,1.2,2019
"13041","SG",1.4,0,0.6,2019
"13042","SF",3.5,0.1,0.5,2019
"13043","C",13.6,4.4,7.9,2019
"13044","SG",8.6,1.5,2.4,2019
"13045","SF",7,0.7,3,2019
"13046","PF",16.9,3.1,6.9,2019
"13047","SG",2.6,1,1.6,2019
"13048","C",15,1.3,8.1,2019
"13049","C",6.6,0.4,4.4,2020
"13050","C",2.3,0.5,2.3,2020
"13051","SG",17.6,6.6,3.7,2020
"13052","PG",19.4,7.5,5.1,2020
"13053","SF",1.3,0.4,0.6,2020
"13054","C",7.5,3.3,6.2,2020
"13055","SG",4.9,0.5,1.5,2020
"13056","SG",16,1.8,3.7,2020
"13057","SF",10.6,1.6,5.3,2020
"13058","SF",1.9,0.4,1.4,2020
"13059","PF",22.9,3.5,7.4,2020
"13060","SF",4.6,2.1,2.3,2020
"13061","SF",3.1,0.8,1.7,2020
"13062","PF",7,1.8,4.7,2020
"13063","C",15.4,1.4,8.2,2020
"13064","PG",2.3,0.5,0.3,2020
"13065","PF",2.4,0.8,1.5,2020
"13066","SG",7.5,1.6,3.3,2020
"13067","SG",5.3,0.6,1.8,1999
"13068","PF",3.4,0.1,3.4,1999
"13069","PG",2.8,1.3,1,1999
"13070","PG",7.9,4.4,2.3,1999
"13071","C",0,0,0,1999
"13072","PF",6.3,0.9,10.3,1999
"13073","C",8.1,1.1,12,1999
"13074","C",2.2,0.1,2.4,1999
"13075","PF",21.8,1.5,8.5,1999
"13076","SF",11.8,2.5,4.9,1999
"13077","SG",12.9,2.5,4.1,1999
"13078","SG",5.4,0.9,1.9,1999
"13079","PF",5.5,0.6,3.1,1999
"13080","C",1.7,0.2,2.4,1999
"13081","SF",6.6,1.4,3.7,1999
"13082","PG",21.3,8.9,2.9,1999
"13083","C",0.4,0.1,1.7,1999
"13084","PF",2.1,0.5,0.4,2016
"13085","SF",1.8,0.5,1.6,2016
"13086","PG",16.9,4.3,7.6,2016
"13087","C",15.3,2.3,8.9,2016
"13088","PG",5.7,4,2,2016
"13089","PF",14.1,1.7,5.2,2016
"13090","SG",2.7,0.5,0.9,2016
"13091","SG",10.4,3.1,2.7,2016
"13092","C",7,0.9,3.9,2016
"13093","PF",3,0.5,2.7,2016
"13094","SG",18.2,4.2,3.9,2016
"13095","PG",11.5,5.2,5.1,2016
"13096","C",5.1,0.3,3.8,2016
"13097","SG",7.8,2.9,2.5,2016
"13098","SG",3.1,0.6,1.3,2016
"13099","PF",2.4,0,0.5,2016
"13100","PG",4.5,2.1,1.6,2016
"13101","C",7.1,0.6,8.4,1991
"13102","SF",13.2,2.8,6.6,1991
"13103","PF",18.4,2.2,10.2,1991
"13104","PF",7.6,0.5,2,1991
"13105","SG",10.2,1.4,1.8,1991
"13106","PF",5.6,0.4,4.6,1991
"13107","SF",3.1,0.7,1.9,1991
"13108","PG",1.4,0.7,0.6,1991
"13109","PG",14.1,6.1,3.4,1991
"13110","SG",18.6,4.7,2.9,1991
"13111","PF",4.6,0.4,2.1,1991
"13112","C",12.9,2.4,7.7,1991
"13113","PG",3.4,1.9,0.8,1991
"13114","PF",5.7,0.6,4.2,1991
"13115","C",5.6,0.7,9,1992
"13116","SF",11.4,2.6,6.4,1992
"13117","C",2.4,0.2,1.8,1992
"13118","PF",19.8,3.2,9.5,1992
"13119","SG",2.6,0.5,0.8,1992
"13120","SG",20.6,3.1,3.2,1992
"13121","PG",7,3.2,2,1992
"13122","PG",13.8,6.8,3.7,1992
"13123","SF",5.8,0.9,2.2,1992
"13124","C",15,2.6,8.2,1992
"13125","SG",6,2.3,1.5,1992
"13126","PF",9,1,5.5,1992
"13127","PG",3.8,2.4,1.6,2012
"13128","PF",2.8,0.3,2.5,2012
"13129","SF",1.9,0.3,0.9,2012
"13130","C",20.6,1.9,14.5,2012
"13131","PF",2.7,0.4,2.8,2012
"13132","PF",9.3,0.8,5.5,2012
"13133","SF",10.9,4.4,3.8,2012
"13134","PG",2.8,1.6,1.4,2012
"13135","SG",11.6,2.5,2.3,2012
"13136","PG",11.9,5.7,3.2,2012
"13137","SG",11.6,2,3.6,2012
"13138","PF",1.4,0.1,0.8,2012
"13139","PG",1.3,0.8,0.5,2012
"13140","SF",4.5,0.8,2.6,2012
"13141","PF",16.1,0.9,7.7,2012
"13142","SG",5.9,0.9,1.4,2012
"13143","PF",19,0.6,7.9,1997
"13144","C",4.3,0.8,6.6,1997
"13145","SF",2.6,0.4,0.6,1997
"13146","C",2,0.3,1.7,1997
"13147","PF",13.4,1.2,13.5,1997
"13148","SG",15.9,4.1,5.3,1997
"13149","C",2.8,0.6,3.5,1997
"13150","SF",21.8,4,6.1,1997
"13151","SG",16.4,3,3.9,1997
"13152","PG",5.9,1.8,1.4,1997
"13153","SG",4.5,1.2,2,1997
"13154","SF",5.8,0.8,2.4,1997
"13155","C",1.5,0,1,1997
"13156","PG",15.9,5,3,1997
"13157","PF",7.2,0.3,6.5,1997
"13158","PF",5.6,1,5.1,1997
"13159","C",1.4,0.1,2,1997
"13160","SF",5.7,0.5,1.9,2015
"13161","PF",11.5,1,4.8,2015
"13162","SG",12.7,2.6,6.7,2015
"13163","PF",12.3,1.7,5.5,2015
"13164","SG",7.2,1.8,3,2015
"13165","PG",7.8,3,2.8,2015
"13166","C",7,0.9,4.7,2015
"13167","PF",2.9,0.5,1.9,2015
"13168","PG",2.7,1.1,1.3,2015
"13169","PG",4.2,3.1,1,2015
"13170","PF",1.8,0.5,1.7,2015
"13171","SF",13.4,2.3,4.4,2015
"13172","C",7.3,0.9,6.2,2015
"13173","PG",14.6,6.7,5.4,2015
"13174","C",4,0.5,4.3,2015
"13175","SG",11.4,2.8,2.6,2015
"13176","PG",3.7,2.2,1,2015
"13177","C",8.3,2.4,6.9,2015
"13178","C",10.4,1.5,5.9,2014
"13179","SF",0,0.5,0.5,2014
"13180","SG",15.7,1.8,2.5,2014
"13181","PG",10.1,4.9,2.5,2014
"13182","PF",9.7,0.8,7.4,2014
"13183","PG",8,8.8,2.9,2014
"13184","SG",6,1.4,1.7,2014
"13185","SG",13.8,6.3,4.3,2014
"13186","SG",8.1,1.2,3.8,2014
"13187","SG",4.5,0.7,1.6,2014
"13188","SG",17.9,1.5,2.6,2014
"13189","C",17.4,3.4,9.7,2014
"13190","C",5.4,0.8,3.9,2014
"13191","PF",8,1.6,3.7,2014
"13192","PF",5.6,0.8,4.6,2014
"13193","PG",6.8,5.7,2,2014
"13194","SF",9.1,1.6,4.4,2014
"13195","SF",10,1.2,2.7,2014
"13196","PG",5.1,2,1.1,2009
"13197","SF",9.1,0.9,2.6,2009
"13198","SF",3,0.3,3.3,2009
"13199","SG",30.2,7.5,5,2009
"13200","C",2.9,0.4,4,2009
"13201","SF",7.2,1.2,4.5,2009
"13202","SF",4.2,0.5,1.6,2009
"13203","C",13.3,1.8,6.4,2009
"13204","C",2.2,0.4,3.1,2009
"13205","PG",4.7,1.8,1.6,2009
"13206","PG",10,4.9,2.8,2009
"13207","C",4,0.2,2.1,2009
"13208","PF",13.9,1,5.5,2009
"13209","PF",10.6,1.1,8.3,2009
"13210","SF",3.4,0.4,1.3,2009
"13211","PF",20,4.1,12.9,1999
"13212","SF",13.2,1.3,4.1,1999
"13213","PG",12.8,6,3.1,1999
"13214","C",1.5,0.1,1.1,1999
"13215","SG",5,2.6,2.3,1999
"13216","PF",8.9,0.6,4.7,1999
"13217","PG",1.5,1.1,1,1999
"13218","C",2.5,0,2.1,1999
"13219","SF",8.4,1.5,3,1999
"13220","C",1,0,1,1999
"13221","C",5.1,0.3,5.2,1999
"13222","SG",9.3,1,3.8,1999
"13223","SG",10.7,1.7,1.9,1999
"13224","C",14.3,4.3,10,1999
"13225","PG",9.5,4.2,1.8,2001
"13226","C",9.3,1.6,4.7,2001
"13227","PG",9.5,1,2.2,2001
"13228","PG",5.5,3,1.7,2001
"13229","SF",4.8,0.7,2.9,2001
"13230","PG",7.9,1.7,2.1,2001
"13231","C",8.6,0.3,7.6,2001
"13232","PG",4.3,2.5,1.8,2001
"13233","PF",3.3,0.5,3.4,2001
"13234","PF",3.8,1.3,7.1,2001
"13235","SF",3,0.6,1.3,2001
"13236","SG",16.2,3,2.9,2001
"13237","PF",3.6,0.7,4.8,2001
"13238","SF",18.1,2.9,3.1,2001
"13239","SF",8.3,1.2,2.8,2001
"13240","C",8.1,0.7,5.3,2006
"13241","SF",6.5,1.3,2.4,2006
"13242","C",3.8,0.1,3.3,2006
"13243","PG",8.9,4.1,2.2,2006
"13244","C",5.2,0.2,4.4,2006
"13245","PG",11.5,7,3,2006
"13246","PG",2.7,1.6,0.5,2006
"13247","PG",1.8,0.7,0.8,2006
"13248","C",3.3,0.6,2.7,2006
"13249","PF",7.5,1.1,5.6,2006
"13250","SF",1.5,0.2,1.1,2006
"13251","SF",20.1,2.3,5,2006
"13252","SG",25.1,3.7,4.2,2006
"13253","C",6.4,0.2,5.6,2006
"13254","C",12.2,2.3,6.7,2000
"13255","C",0.8,0.1,1.5,2000
"13256","SF",25.8,5.2,6.6,2000
"13257","SG",1,0.6,1.5,2000
"13258","PF",8.4,0.8,9.6,2000
"13259","SG",23.6,4.5,3.8,2000
"13260","PG",4.7,1.9,1,2000
"13261","SF",2.2,0.6,1.6,2000
"13262","PG",12.7,4,3,2000
"13263","PF",1.7,0.3,2.1,2000
"13264","SG",1.7,0.5,1.2,2000
"13265","SG",6.2,1.1,1.3,2000
"13266","C",7.9,0.6,3.8,2000
"13267","PF",6.7,1,4.7,2000
"13268","PF",3.7,0.4,4.5,2006
"13269","SG",9.9,2.9,2.5,2006
"13270","C",2.6,0.1,4.8,2006
"13271","PG",2.3,0.9,0.4,2006
